time_step,topic,uid,real_comments,profile_text,batch_mf,pre_pos,pre_neu,pre_neg,dist_t0_pos,dist_t0_neu,dist_t0_neg,dist_t1_pos,dist_t1_neu,dist_t1_neg,dist_t2_pos,dist_t2_neu,dist_t2_neg,dist_t3_pos,dist_t3_neu,dist_t3_neg,dist_t4_pos,dist_t4_neu,dist_t4_neg,dist_t5_pos,dist_t5_neu,dist_t5_neg,dist_t6_pos,dist_t6_neu,dist_t6_neg,dist_t7_pos,dist_t7_neu,dist_t7_neg,dist_t8_pos,dist_t8_neu,dist_t8_neg,dist_t9_pos,dist_t9_neu,dist_t9_neg,dist_t10_pos,dist_t10_neu,dist_t10_neg
0,【国家整顿快递业，为EMS上市造势？】继今年3月取缔17家快递企业后，国家邮政局24日又将56家未经许可经营快递业务的企业取缔，涉及中通快递、申通快递、韵达快递等多家大型快递企业，其中中通12家，申通10家，韵达7家，圆通3家。6月3日，有报道称EMS已启动IPO程序，难道是为上市保驾护航？,1642482194,【国家整顿快递业，为EMS上市造势？】继今年3月取缔17家快递企业后，国家邮政局24日又将56家未经许可经营快递业务的企业取缔，涉及中通快递、申通快递、韵达快递等多家大型快递企业，其中中通12家，申通10家，韵达7家，圆通3家。6月3日，有报道称EMS已启动IPO程序，难道是为上市保驾护航？,对官方叙事持批判态度，对历史和现实事件有个人见解情绪宣泄，反讽嘲弄，攻击性强，宏大叙事，自我中心该用户表现出强烈的个人观点和批判精神，对官方叙事和权威持有质疑态度。在表达上，善于使用反讽和情绪化的语言，对历史和现实事件有自己独特的见解。在社交网络上活跃，经常参与讨论，但同时也表现出一定的自我中心倾向。,,0.0,1.0,0.0,0.125,0.6875,0.1875,0.0625,0.5625,0.375,0.0625,0.8125,0.125,0.0,0.875,0.125,0.0625,0.75,0.1875,0.0,0.6875,0.3125,0.125,0.8125,0.0625,0.0,0.75,0.25,0.0,0.9375,0.0625,0.0,0.8125,0.1875,0.125,0.5625,0.3125
0,【国家整顿快递业，为EMS上市造势？】继今年3月取缔17家快递企业后，国家邮政局24日又将56家未经许可经营快递业务的企业取缔，涉及中通快递、申通快递、韵达快递等多家大型快递企业，其中中通12家，申通10家，韵达7家，圆通3家。6月3日，有报道称EMS已启动IPO程序，难道是为上市保驾护航？,1401791562,转发微博,倾向于支持官方和商业活动，但对具体政策或产品无明确立场情绪宣泄，盲目乐观，关注民生，精英视角该用户积极参与各种商业活动和有奖转发，表现出对物质利益的追求和对社会活动的热衷。在表达上，倾向于情绪化的表达，对民生问题有一定关注，同时也展现出精英视角。该用户可能是一个追求个人成功和社会认同的活跃参与者，对各种商业活动和促销活动持积极态度。,,0.0,1.0,0.0,0.125,0.6875,0.1875,0.0625,0.5625,0.375,0.0625,0.8125,0.125,0.0,0.875,0.125,0.0625,0.75,0.1875,0.0,0.6875,0.3125,0.125,0.8125,0.0625,0.0,0.75,0.25,0.0,0.9375,0.0625,0.0,0.8125,0.1875,0.125,0.5625,0.3125
0,【国家整顿快递业，为EMS上市造势？】继今年3月取缔17家快递企业后，国家邮政局24日又将56家未经许可经营快递业务的企业取缔，涉及中通快递、申通快递、韵达快递等多家大型快递企业，其中中通12家，申通10家，韵达7家，圆通3家。6月3日，有报道称EMS已启动IPO程序，难道是为上市保驾护航？,1615799047,关注！,转发内容多为娱乐、抽奖等，表达上较为随意，无明显政治立场情绪宣泄，盲目乐观，关注民生，自我中心该用户在社交媒体上表现为一个追求娱乐和轻松的跟风转发者。他/她对于政治和社会议题没有明显的立场，更倾向于转发娱乐、抽奖和个人兴趣相关的内容。在表达上，用户倾向于情绪化的表达，同时也会关注民生话题，但总体上以自我为中心。对于不同类型的事件，用户可能会表现出情绪化的反应，但对于严肃的政治议题则可能持观望态度。语言风格上，用户喜欢使用情绪化的词汇和表达，同时也喜欢分享个人生活的小细节。,,0.0,1.0,0.0,0.125,0.6875,0.1875,0.0625,0.5625,0.375,0.0625,0.8125,0.125,0.0,0.875,0.125,0.0625,0.75,0.1875,0.0,0.6875,0.3125,0.125,0.8125,0.0625,0.0,0.75,0.25,0.0,0.9375,0.0625,0.0,0.8125,0.1875,0.125,0.5625,0.3125
0,【国家整顿快递业，为EMS上市造势？】继今年3月取缔17家快递企业后，国家邮政局24日又将56家未经许可经营快递业务的企业取缔，涉及中通快递、申通快递、韵达快递等多家大型快递企业，其中中通12家，申通10家，韵达7家，圆通3家。6月3日，有报道称EMS已启动IPO程序，难道是为上市保驾护航？,2063640607,真的快笑死我了，中国政府你为什么那么搞笑呢？,转发内容多样，涉及娱乐、科技、体育等，但多带有调侃和娱乐性质，缺乏明显的政治立场。情绪宣泄，反讽嘲弄，关注民生，自我中心该用户在社交媒体上以娱乐和轻松的态度转发各类内容，多涉及娱乐、科技、体育等领域。其转发内容往往带有调侃和娱乐性质，缺乏明显的政治立场。用户在社交互动中表现出一定的群体压力敏感性，倾向于跟随大众观点。在语言风格上，用户善于使用反讽和调侃，同时也关注民生话题，但整体上以自我为中心。,,0.0,1.0,0.0,0.125,0.6875,0.1875,0.0625,0.5625,0.375,0.0625,0.8125,0.125,0.0,0.875,0.125,0.0625,0.75,0.1875,0.0,0.6875,0.3125,0.125,0.8125,0.0625,0.0,0.75,0.25,0.0,0.9375,0.0625,0.0,0.8125,0.1875,0.125,0.5625,0.3125
0,【国家整顿快递业，为EMS上市造势？】继今年3月取缔17家快递企业后，国家邮政局24日又将56家未经许可经营快递业务的企业取缔，涉及中通快递、申通快递、韵达快递等多家大型快递企业，其中中通12家，申通10家，韵达7家，圆通3家。6月3日，有报道称EMS已启动IPO程序，难道是为上市保驾护航？,1686772760,转发微博,频繁发布个人生活动态，转发内容多样，但缺乏明确的政治立场情绪宣泄，关注民生，精英视角，底层共情，自我中心该用户似乎更关注个人生活，频繁发布与生日相关的动态，同时转发内容涉及娱乐、社会现象等，表现出对生活的关注和对周围世界的参与。在表达上，既有情绪宣泄的一面，也有对民生和精英视角的关注，显示出其复杂的人格特质。在面对不同类型的事件时，可能更倾向于表达个人感受而非明确的政治立场，语言风格特征表现为既情绪化又关注社会现象。,,0.0,1.0,0.0,0.125,0.6875,0.1875,0.0625,0.5625,0.375,0.0625,0.8125,0.125,0.0,0.875,0.125,0.0625,0.75,0.1875,0.0,0.6875,0.3125,0.125,0.8125,0.0625,0.0,0.75,0.25,0.0,0.9375,0.0625,0.0,0.8125,0.1875,0.125,0.5625,0.3125
0,【国家整顿快递业，为EMS上市造势？】继今年3月取缔17家快递企业后，国家邮政局24日又将56家未经许可经营快递业务的企业取缔，涉及中通快递、申通快递、韵达快递等多家大型快递企业，其中中通12家，申通10家，韵达7家，圆通3家。6月3日，有报道称EMS已启动IPO程序，难道是为上市保驾护航？,1627717464,现在快递行业参差不齐，整顿是必然的。但是为了给EMS的IPO而整顿，这。。。。霸道啊,对官方和正面内容有一般认同，但对办事效率等问题表达不满情绪宣泄，逻辑缜密，攻击性强，宏大叙事，底层共情该用户对官方和正面内容持一般认同态度，但在面对办事效率等问题时表现出不满。他关注个人利益，对经济独立有较高认同，同时在生活中关注细节。在表达上，他倾向于情绪宣泄和逻辑分析，有时会表现出攻击性。他具有宏大叙事的视角，同时也能共情底层人民。作为高频活跃者，他在社交媒体上积极参与讨论，分享生活点滴。,,0.0,1.0,0.0,0.125,0.6875,0.1875,0.0625,0.5625,0.375,0.0625,0.8125,0.125,0.0,0.875,0.125,0.0625,0.75,0.1875,0.0,0.6875,0.3125,0.125,0.8125,0.0625,0.0,0.75,0.25,0.0,0.9375,0.0625,0.0,0.8125,0.1875,0.125,0.5625,0.3125
0,【国家整顿快递业，为EMS上市造势？】继今年3月取缔17家快递企业后，国家邮政局24日又将56家未经许可经营快递业务的企业取缔，涉及中通快递、申通快递、韵达快递等多家大型快递企业，其中中通12家，申通10家，韵达7家，圆通3家。6月3日，有报道称EMS已启动IPO程序，难道是为上市保驾护航？,1607342637,唉，国企就系无敌的,关注移民政策、环保问题，对现状持批评态度，但未表现出极端反对情绪宣泄，宏大叙事，关注民生，政治隐喻，攻击性强该用户关注社会问题，尤其是移民政策和环境污染，对现状持批评态度。在表达上，倾向于情绪宣泄和宏大叙事，关注民生问题，并使用政治隐喻进行表达。该用户在社交媒体上活跃度高，经常转发和评论相关话题，表现出对环境和社会变革的追求。,,0.0,1.0,0.0,0.125,0.6875,0.1875,0.0625,0.5625,0.375,0.0625,0.8125,0.125,0.0,0.875,0.125,0.0625,0.75,0.1875,0.0,0.6875,0.3125,0.125,0.8125,0.0625,0.0,0.75,0.25,0.0,0.9375,0.0625,0.0,0.8125,0.1875,0.125,0.5625,0.3125
0,【国家整顿快递业，为EMS上市造势？】继今年3月取缔17家快递企业后，国家邮政局24日又将56家未经许可经营快递业务的企业取缔，涉及中通快递、申通快递、韵达快递等多家大型快递企业，其中中通12家，申通10家，韵达7家，圆通3家。6月3日，有报道称EMS已启动IPO程序，难道是为上市保驾护航？,1885352524,就算不是为EMS上市造势，那些不负责任的快递公司也应该承担责任，在中国就是违法违纪成本太低。所以很多商人都可以不负责任。,转发内容多为娱乐、抽奖等，表达上较为随意，无明显政治立场情绪宣泄，盲目乐观，关注民生，自我中心该用户在社交媒体上表现为一个追求娱乐和轻松的跟风转发者。他/她对于政治和社会议题没有明显的立场，更倾向于转发娱乐、抽奖和个人兴趣相关的内容。在表达上，用户倾向于情绪化的表达，同时也会关注民生话题，但总体上以自我为中心。对于不同类型的事件，用户可能会表现出情绪化的反应，但对于严肃的政治议题则可能持观望态度。语言风格上，用户喜欢使用情绪化的词汇和表达，同时也喜欢分享个人生活的小细节。,,0.0,1.0,0.0,0.125,0.6875,0.1875,0.0625,0.5625,0.375,0.0625,0.8125,0.125,0.0,0.875,0.125,0.0625,0.75,0.1875,0.0,0.6875,0.3125,0.125,0.8125,0.0625,0.0,0.75,0.25,0.0,0.9375,0.0625,0.0,0.8125,0.1875,0.125,0.5625,0.3125
0,【国家整顿快递业，为EMS上市造势？】继今年3月取缔17家快递企业后，国家邮政局24日又将56家未经许可经营快递业务的企业取缔，涉及中通快递、申通快递、韵达快递等多家大型快递企业，其中中通12家，申通10家，韵达7家，圆通3家。6月3日，有报道称EMS已启动IPO程序，难道是为上市保驾护航？,1568062422,恩，国企系确实无敌，想动谁动谁啊。,转发官方内容较多，但未表现出明显的反讽或反对态度关注民生，精英视角，底层共情，情绪宣泄，政治隐喻该用户表现出对官方和精英观点的关注，同时在转发内容中体现出对民生问题的关心。用户在表达上较为情绪化，但总体上倾向于温和的建制派立场。在社交活动中，该用户活跃度高，可能是一个意见领袖，对群体观点有较强的影响力。,,0.0,1.0,0.0,0.125,0.6875,0.1875,0.0625,0.5625,0.375,0.0625,0.8125,0.125,0.0,0.875,0.125,0.0625,0.75,0.1875,0.0,0.6875,0.3125,0.125,0.8125,0.0625,0.0,0.75,0.25,0.0,0.9375,0.0625,0.0,0.8125,0.1875,0.125,0.5625,0.3125
0,【国家整顿快递业，为EMS上市造势？】继今年3月取缔17家快递企业后，国家邮政局24日又将56家未经许可经营快递业务的企业取缔，涉及中通快递、申通快递、韵达快递等多家大型快递企业，其中中通12家，申通10家，韵达7家，圆通3家。6月3日，有报道称EMS已启动IPO程序，难道是为上市保驾护航？,1906067243,快递业是该整顿，但竟然是以这种方式,关注民生，对一些社会现象持批判态度，但总体上倾向于温和改良情绪宣泄，关注民生，自我中心，宏大叙事，辩证思考该用户关注社会现象，对一些问题持有批判态度，但总体上倾向于温和改良。在表达上，善于情绪宣泄，关注民生问题，同时具有自我中心的倾向。在社交活动中，具有较高的活跃度，喜欢分享个人观点和对社会现象的思考。,,0.0,1.0,0.0,0.125,0.6875,0.1875,0.0625,0.5625,0.375,0.0625,0.8125,0.125,0.0,0.875,0.125,0.0625,0.75,0.1875,0.0,0.6875,0.3125,0.125,0.8125,0.0625,0.0,0.75,0.25,0.0,0.9375,0.0625,0.0,0.8125,0.1875,0.125,0.5625,0.3125
